Instance name, X location, Y location, Voltage
input7, 25.14, 10.88, 2.49723e-07
output15, 25.14, 10.88, 2.49723e-07
FILLER_0_0_48, 25.14, 10.88, 2.49723e-07
PHY_EDGE_ROW_15_Left_32, 5.52, 54.4, 2.41459e-06
PHY_EDGE_ROW_16_Left_33, 5.52, 54.4, 2.41459e-06
PHY_EDGE_ROW_15_Right_15, 51.98, 54.4, 2.18069e-06
PHY_EDGE_ROW_16_Right_16, 51.98, 54.4, 2.18069e-06
_128_, 15.33, 54.4, 2.41457e-06
FILLER_0_15_15, 15.33, 54.4, 2.41457e-06
FILLER_0_16_29, 15.33, 54.4, 2.41457e-06
FILLER_0_16_73, 38.56, 54.4, 2.18066e-06
FILLER_0_16_81, 38.56, 54.4, 2.18066e-06
PHY_EDGE_ROW_13_Left_30, 5.52, 48.96, 2.82936e-06
PHY_EDGE_ROW_14_Left_31, 5.52, 48.96, 2.82936e-06
PHY_EDGE_ROW_13_Right_13, 51.98, 48.96, 2.39648e-06
PHY_EDGE_ROW_14_Right_14, 51.98, 48.96, 2.39648e-06
FILLER_0_13_90, 51.98, 48.96, 2.39648e-06
_098_, 15.33, 48.96, 2.82934e-06
_099_, 15.33, 48.96, 2.82934e-06
_101_, 15.33, 48.96, 2.82934e-06
_129_, 15.33, 48.96, 2.82934e-06
FILLER_0_13_15, 15.33, 48.96, 2.82934e-06
PHY_EDGE_ROW_11_Left_28, 5.52, 43.52, 2.77328e-06
PHY_EDGE_ROW_12_Left_29, 5.52, 43.52, 2.77328e-06
_055_, 51.98, 43.52, 3.24694e-06
_077_, 51.98, 43.52, 3.24694e-06
PHY_EDGE_ROW_11_Right_11, 51.98, 43.52, 3.24694e-06
PHY_EDGE_ROW_12_Right_12, 51.98, 43.52, 3.24694e-06
FILLER_0_11_94, 51.98, 43.52, 3.24694e-06
FILLER_0_12_93, 51.98, 43.52, 3.24694e-06
_114_, 15.33, 43.52, 2.77326e-06
FILLER_0_12_29, 15.33, 43.52, 2.77326e-06
_121_, 38.56, 43.52, 3.16614e-06
hold5, 38.56, 43.52, 3.16614e-06
FILLER_0_11_61, 38.56, 43.52, 3.16614e-06
FILLER_0_12_80, 38.56, 43.52, 3.16614e-06
_132_, 5.52, 38.08, 4.60496e-06
PHY_EDGE_ROW_9_Left_26, 5.52, 38.08, 4.60496e-06
PHY_EDGE_ROW_10_Left_27, 5.52, 38.08, 4.60496e-06
input1, 5.52, 38.08, 4.60496e-06
_137__26, 5.52, 38.08, 4.60496e-06
FILLER_0_11_10, 5.52, 38.08, 4.60496e-06
_079_, 51.98, 38.08, 4.52761e-06
_082_, 51.98, 38.08, 4.52761e-06
PHY_EDGE_ROW_9_Right_9, 51.98, 38.08, 4.52761e-06
PHY_EDGE_ROW_10_Right_10, 51.98, 38.08, 4.52761e-06
_091_, 15.33, 38.08, 4.3612e-06
_106_, 15.33, 38.08, 4.3612e-06
_108_, 15.33, 38.08, 4.3612e-06
_113_, 15.33, 38.08, 4.3612e-06
_131_, 15.33, 38.08, 4.3612e-06
_078_, 38.56, 38.08, 4.45018e-06
_122_, 38.56, 38.08, 4.45018e-06
_123_, 38.56, 38.08, 4.45018e-06
hold7, 38.56, 38.08, 4.45018e-06
_133_, 5.52, 32.64, 2.80058e-06
PHY_EDGE_ROW_7_Left_24, 5.52, 32.64, 2.80058e-06
PHY_EDGE_ROW_8_Left_25, 5.52, 32.64, 2.80058e-06
output19, 5.52, 32.64, 2.80058e-06
hold2, 5.52, 32.64, 2.80058e-06
_081_, 51.98, 32.64, 4.18851e-06
PHY_EDGE_ROW_7_Right_7, 51.98, 32.64, 4.18851e-06
PHY_EDGE_ROW_8_Right_8, 51.98, 32.64, 4.18851e-06
input4, 51.98, 32.64, 4.18851e-06
output21, 51.98, 32.64, 4.18851e-06
_112_, 15.33, 32.64, 2.58991e-06
_056_, 38.56, 32.64, 3.82056e-06
_057_, 38.56, 32.64, 3.82056e-06
_063_, 38.56, 32.64, 3.82056e-06
_080_, 38.56, 32.64, 3.82056e-06
_087_, 38.56, 32.64, 3.82056e-06
fanout23, 38.56, 32.64, 3.82056e-06
FILLER_0_7_65, 38.56, 32.64, 3.82056e-06
_137_, 5.52, 27.2, 3.42004e-06
_138_, 5.52, 27.2, 3.42004e-06
PHY_EDGE_ROW_5_Left_22, 5.52, 27.2, 3.42004e-06
PHY_EDGE_ROW_6_Left_23, 5.52, 27.2, 3.42004e-06
_084_, 51.98, 27.2, 3.61427e-06
_085_, 51.98, 27.2, 3.61427e-06
PHY_EDGE_ROW_5_Right_5, 51.98, 27.2, 3.61427e-06
PHY_EDGE_ROW_6_Right_6, 51.98, 27.2, 3.61427e-06
_064_, 15.33, 27.2, 3.213e-06
_115_, 15.33, 27.2, 3.213e-06
_116_, 15.33, 27.2, 3.213e-06
_134_, 15.33, 27.2, 3.213e-06
hold6, 15.33, 27.2, 3.213e-06
_058_, 38.56, 27.2, 3.51893e-06
_059_, 38.56, 27.2, 3.51893e-06
_086_, 38.56, 27.2, 3.51893e-06
_088_, 38.56, 27.2, 3.51893e-06
_125_, 38.56, 27.2, 3.51893e-06
hold8, 38.56, 27.2, 3.51893e-06
FILLER_0_7_77, 38.56, 27.2, 3.51893e-06
_074_, 5.52, 21.76, 6.85521e-07
_075_, 5.52, 21.76, 6.85521e-07
PHY_EDGE_ROW_3_Left_20, 5.52, 21.76, 6.85521e-07
PHY_EDGE_ROW_4_Left_21, 5.52, 21.76, 6.85521e-07
input8, 5.52, 21.76, 6.85521e-07
PHY_EDGE_ROW_3_Right_3, 51.98, 21.76, 9.66e-07
PHY_EDGE_ROW_4_Right_4, 51.98, 21.76, 9.66e-07
FILLER_0_4_25, 15.33, 21.76, 6.69905e-07
FILLER_0_4_29, 15.33, 21.76, 6.69905e-07
_083_, 38.56, 21.76, 9.65978e-07
_124_, 38.56, 21.76, 9.65978e-07
FILLER_0_5_84, 38.56, 21.76, 9.65978e-07
PHY_EDGE_ROW_1_Left_18, 5.52, 16.32, 4.55287e-07
PHY_EDGE_ROW_2_Left_19, 5.52, 16.32, 4.55287e-07
input2, 5.52, 16.32, 4.55287e-07
output9, 5.52, 16.32, 4.55287e-07
output10, 5.52, 16.32, 4.55287e-07
PHY_EDGE_ROW_1_Right_1, 51.98, 16.32, 3.05049e-07
PHY_EDGE_ROW_2_Right_2, 51.98, 16.32, 3.05049e-07
FILLER_0_1_88, 51.98, 16.32, 3.05049e-07
_119_, 15.33, 16.32, 4.11142e-07
output12, 15.33, 16.32, 4.11142e-07
FILLER_0_2_19, 15.33, 16.32, 4.11142e-07
FILLER_0_2_29, 15.33, 16.32, 4.11142e-07
FILLER_0_3_22, 15.33, 16.32, 4.11142e-07
FILLER_0_2_81, 38.56, 16.32, 3.05015e-07
_054_, 5.52, 10.88, 3.32182e-07
PHY_EDGE_ROW_0_Left_17, 5.52, 10.88, 3.32182e-07
input3, 5.52, 10.88, 3.32182e-07
input5, 5.52, 10.88, 3.32182e-07
FILLER_0_0_3, 5.52, 10.88, 3.32182e-07
FILLER_0_1_10, 5.52, 10.88, 3.32182e-07
PHY_EDGE_ROW_0_Right_0, 51.98, 10.88, 3.23076e-07
_067_, 15.33, 10.88, 3.09372e-07
_068_, 15.33, 10.88, 3.09372e-07
input6, 15.33, 10.88, 3.09372e-07
output13, 15.33, 10.88, 3.09372e-07
FILLER_0_1_28, 15.33, 10.88, 3.09372e-07
output11, 38.56, 10.88, 3.23065e-07
output14, 38.56, 10.88, 3.23065e-07
output16, 38.56, 10.88, 3.23065e-07
output18, 38.56, 10.88, 3.23065e-07
FILLER_0_0_63, 38.56, 10.88, 3.23065e-07
FILLER_0_0_70, 38.56, 10.88, 3.23065e-07
FILLER_0_0_77, 38.56, 10.88, 3.23065e-07

